Epoch 1/200 | Loss: 0.3160 | Precision: 0.0000 | Recall: 0.0020 | F1: 0.0000
Epoch 2/200 | Loss: 0.1008 | Precision: 0.0000 | Recall: 0.0000 | F1: 0.0000
Epoch 3/200 | Loss: 0.0441 | Precision: 0.0000 | Recall: 0.0000 | F1: 0.0000
Epoch 1/200 | Loss: 0.9421 | Precision: 0.0026 | Recall: 1.0000 | F1: 0.0051
Epoch 2/200 | Loss: 0.7412 | Precision: 0.0026 | Recall: 1.0000 | F1: 0.0052
Epoch 3/200 | Loss: 0.7069 | Precision: 0.0026 | Recall: 1.0000 | F1: 0.0052
Epoch 1/200 | Loss: 1.4395 | Precision: 0.0046 | Recall: 0.7494 | F1: 0.0084
Epoch 1/200 | Loss: 1.4280 | Precision: 0.0055 | Recall: 0.7434 | F1: 0.0099
Epoch 2/200 | Loss: 0.9909 | Precision: 0.0131 | Recall: 0.8158 | F1: 0.0246
Epoch 3/200 | Loss: 0.6412 | Precision: 0.0159 | Recall: 0.9221 | F1: 0.0309
Epoch 4/200 | Loss: 0.5414 | Precision: 0.0182 | Recall: 0.9423 | F1: 0.0353
Epoch 5/200 | Loss: 0.4765 | Precision: 0.0205 | Recall: 0.9525 | F1: 0.0397
Epoch 6/200 | Loss: 0.4114 | Precision: 0.0243 | Recall: 0.9623 | F1: 0.0467
Epoch 7/200 | Loss: 0.3519 | Precision: 0.0294 | Recall: 0.9688 | F1: 0.0562
Epoch 8/200 | Loss: 0.3052 | Precision: 0.0348 | Recall: 0.9772 | F1: 0.0658
Epoch 9/200 | Loss: 0.2691 | Precision: 0.0401 | Recall: 0.9813 | F1: 0.0753
Epoch 10/200 | Loss: 0.2432 | Precision: 0.0451 | Recall: 0.9861 | F1: 0.0841
Epoch 11/200 | Loss: 0.2235 | Precision: 0.0493 | Recall: 0.9892 | F1: 0.0916
Epoch 12/200 | Loss: 0.2049 | Precision: 0.0542 | Recall: 0.9920 | F1: 0.1000
Epoch 13/200 | Loss: 0.1913 | Precision: 0.0584 | Recall: 0.9924 | F1: 0.1071
Epoch 14/200 | Loss: 0.1795 | Precision: 0.0627 | Recall: 0.9951 | F1: 0.1145
Epoch 15/200 | Loss: 0.1657 | Precision: 0.0680 | Recall: 0.9965 | F1: 0.1236
Epoch 16/200 | Loss: 0.1608 | Precision: 0.0708 | Recall: 0.9970 | F1: 0.1278
Epoch 17/200 | Loss: 0.1547 | Precision: 0.0746 | Recall: 0.9970 | F1: 0.1340
Epoch 18/200 | Loss: 0.1425 | Precision: 0.0814 | Recall: 0.9990 | F1: 0.1453
Epoch 19/200 | Loss: 0.1398 | Precision: 0.0841 | Recall: 0.9985 | F1: 0.1489
Epoch 20/200 | Loss: 0.1338 | Precision: 0.0888 | Recall: 0.9986 | F1: 0.1568
Epoch 21/200 | Loss: 0.1294 | Precision: 0.0925 | Recall: 0.9986 | F1: 0.1623
Epoch 22/200 | Loss: 0.1249 | Precision: 0.0964 | Recall: 0.9993 | F1: 0.1683
Epoch 23/200 | Loss: 0.1228 | Precision: 0.0986 | Recall: 0.9991 | F1: 0.1724
Epoch 24/200 | Loss: 0.1218 | Precision: 0.0997 | Recall: 0.9996 | F1: 0.1735
Epoch 25/200 | Loss: 0.1150 | Precision: 0.1085 | Recall: 0.9997 | F1: 0.1869
Epoch 26/200 | Loss: 0.1096 | Precision: 0.1137 | Recall: 0.9997 | F1: 0.1951
Epoch 27/200 | Loss: 0.1092 | Precision: 0.1149 | Recall: 0.9996 | F1: 0.1965
Epoch 28/200 | Loss: 0.1331 | Precision: 0.0948 | Recall: 0.9962 | F1: 0.1651
Epoch 29/200 | Loss: 0.1082 | Precision: 0.1195 | Recall: 0.9998 | F1: 0.2035
Epoch 30/200 | Loss: 0.0999 | Precision: 0.1313 | Recall: 1.0000 | F1: 0.2209
Epoch 31/200 | Loss: 0.0955 | Precision: 0.1383 | Recall: 1.0000 | F1: 0.2307
Epoch 32/200 | Loss: 0.0931 | Precision: 0.1410 | Recall: 0.9998 | F1: 0.2344
Epoch 33/200 | Loss: 0.0977 | Precision: 0.1326 | Recall: 0.9997 | F1: 0.2221
Epoch 34/200 | Loss: 0.1005 | Precision: 0.1292 | Recall: 0.9996 | F1: 0.2168
Epoch 35/200 | Loss: 0.1065 | Precision: 0.1232 | Recall: 0.9993 | F1: 0.2075
Epoch 36/200 | Loss: 0.0941 | Precision: 0.1430 | Recall: 0.9998 | F1: 0.2373
Epoch 37/200 | Loss: 0.0886 | Precision: 0.1524 | Recall: 1.0000 | F1: 0.2504
Epoch 38/200 | Loss: 0.0853 | Precision: 0.1582 | Recall: 1.0000 | F1: 0.2583
Epoch 39/200 | Loss: 0.0863 | Precision: 0.1560 | Recall: 0.9999 | F1: 0.2548
Epoch 40/200 | Loss: 0.0888 | Precision: 0.1489 | Recall: 1.0000 | F1: 0.2454
Epoch 41/200 | Loss: 0.0877 | Precision: 0.1533 | Recall: 0.9999 | F1: 0.2507
Epoch 42/200 | Loss: 0.0865 | Precision: 0.1558 | Recall: 0.9999 | F1: 0.2550
Epoch 43/200 | Loss: 0.0858 | Precision: 0.1564 | Recall: 1.0000 | F1: 0.2559
Epoch 44/200 | Loss: 0.0938 | Precision: 0.1419 | Recall: 0.9997 | F1: 0.2358
Epoch 45/200 | Loss: 0.0867 | Precision: 0.1575 | Recall: 1.0000 | F1: 0.2574
Epoch 46/200 | Loss: 0.0837 | Precision: 0.1675 | Recall: 1.0000 | F1: 0.2704
Epoch 47/200 | Loss: 0.0793 | Precision: 0.1764 | Recall: 1.0000 | F1: 0.2831
Epoch 48/200 | Loss: 0.0764 | Precision: 0.1845 | Recall: 1.0000 | F1: 0.2932
Epoch 49/200 | Loss: 0.0756 | Precision: 0.1843 | Recall: 1.0000 | F1: 0.2938
Epoch 50/200 | Loss: 0.0784 | Precision: 0.1757 | Recall: 1.0000 | F1: 0.2811
Epoch 51/200 | Loss: 0.1016 | Precision: 0.1459 | Recall: 0.9969 | F1: 0.2384
Epoch 52/200 | Loss: 0.1071 | Precision: 0.1281 | Recall: 0.9990 | F1: 0.2151
Epoch 53/200 | Loss: 0.0876 | Precision: 0.1638 | Recall: 1.0000 | F1: 0.2660
Epoch 54/200 | Loss: 0.0788 | Precision: 0.1873 | Recall: 1.0000 | F1: 0.2979
Epoch 55/200 | Loss: 0.0742 | Precision: 0.2017 | Recall: 1.0000 | F1: 0.3161
Epoch 56/200 | Loss: 0.0714 | Precision: 0.2078 | Recall: 1.0000 | F1: 0.3241
Epoch 57/200 | Loss: 0.0697 | Precision: 0.2110 | Recall: 1.0000 | F1: 0.3280
Epoch 58/200 | Loss: 0.0691 | Precision: 0.2094 | Recall: 1.0000 | F1: 0.3257
Epoch 59/200 | Loss: 0.0710 | Precision: 0.2004 | Recall: 1.0000 | F1: 0.3140
Epoch 60/200 | Loss: 0.0747 | Precision: 0.1863 | Recall: 1.0000 | F1: 0.2956
Epoch 61/200 | Loss: 0.0818 | Precision: 0.1699 | Recall: 0.9998 | F1: 0.2732
Epoch 62/200 | Loss: 0.0952 | Precision: 0.1441 | Recall: 0.9989 | F1: 0.2373
Epoch 63/200 | Loss: 0.0832 | Precision: 0.1706 | Recall: 0.9998 | F1: 0.2748
Epoch 64/200 | Loss: 0.0743 | Precision: 0.1994 | Recall: 1.0000 | F1: 0.3131
Epoch 65/200 | Loss: 0.0695 | Precision: 0.2156 | Recall: 1.0000 | F1: 0.3333
Epoch 66/200 | Loss: 0.0669 | Precision: 0.2245 | Recall: 1.0000 | F1: 0.3439
Epoch 67/200 | Loss: 0.0656 | Precision: 0.2266 | Recall: 1.0000 | F1: 0.3470
Epoch 68/200 | Loss: 0.0663 | Precision: 0.2193 | Recall: 1.0000 | F1: 0.3381
Epoch 69/200 | Loss: 0.0676 | Precision: 0.2117 | Recall: 1.0000 | F1: 0.3282
Epoch 70/200 | Loss: 0.0770 | Precision: 0.1821 | Recall: 0.9998 | F1: 0.2894
Epoch 71/200 | Loss: 0.0919 | Precision: 0.1506 | Recall: 0.9993 | F1: 0.2466
Epoch 72/200 | Loss: 0.0807 | Precision: 0.1784 | Recall: 0.9999 | F1: 0.2846
Epoch 73/200 | Loss: 0.0724 | Precision: 0.2035 | Recall: 1.0000 | F1: 0.3187
